22:26:40: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 48] Logger initialized
22:26:48: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 79] current velocity: 3.875
22:26:48: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 118] TARGET NOT IN SIGHT, TURNING
22:26:48: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 79] current velocity: 2.4705882352941178
22:26:48: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 118] TARGET NOT IN SIGHT, TURNING
22:26:49: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 79] current velocity: 1.2222222222222223
22:26:49: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 118] TARGET NOT IN SIGHT, TURNING
22:26:49: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 79] current velocity: 0.10526315789473684
22:26:49: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 118] TARGET NOT IN SIGHT, TURNING
22:26:50: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 79] current velocity: 1.1
22:26:50: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 118] TARGET NOT IN SIGHT, TURNING
22:26:50: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 79] current velocity: 2.0
22:26:50: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 118] TARGET NOT IN SIGHT, TURNING
22:26:51: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 79] current velocity: 2.8181818181818183
22:26:51: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 118] TARGET NOT IN SIGHT, TURNING
22:26:51: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 79] current velocity: 3.5652173913043477
22:26:51: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 118] TARGET NOT IN SIGHT, TURNING
22:26:52: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 79] current velocity: 4.25
22:26:52: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 118] TARGET NOT IN SIGHT, TURNING
22:26:52: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 79] current velocity: 4.88
22:26:52: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 118] TARGET NOT IN SIGHT, TURNING
22:26:53: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 79] current velocity: 3.923076923076923
22:26:53: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 118] TARGET NOT IN SIGHT, TURNING
22:26:53: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 79] current velocity: 3.037037037037037
22:26:53: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 118] TARGET NOT IN SIGHT, TURNING
22:26:54: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 79] current velocity: 2.2142857142857144
22:26:54: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 118] TARGET NOT IN SIGHT, TURNING
22:26:54: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 79] current velocity: 1.4482758620689655
22:26:54: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 118] TARGET NOT IN SIGHT, TURNING
22:26:55: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 79] current velocity: 0.7333333333333333
22:26:55: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 118] TARGET NOT IN SIGHT, TURNING
22:26:55: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 79] current velocity: 0.06451612903225806
22:26:55: [INFO] [C:\Users\Andre\Desktop\WARG\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 118] TARGET NOT IN SIGHT, TURNING
